PRSUC,PRCOD,PRFEC,PRPROV,PRCANT,PRPRE
SUC08,P118,2025-06-19,PROV01,37,2278.04
SUC08,P118,2025-07-01,PROV08,44,2344.96
SUC08,P118,2025-07-11,PROV02,37,274.39
SUC08,P118,2025-09-22,PROV05,38,275.26
SUC08,P118,2025-10-29,PROV05,25,2205.91
SUC08,P118,2025-10-30,PROV09,56,273.24
SUC08,P118,2025-11-02,PROV04,40,2377.48
SUC08,P118,2025-11-09,PROV10,8,2240.91
SUC08,P118,2025-11-17,PROV04,43,2449.94
SUC08,P118,2025-12-09,PROV06,35,2274.94
SUC08,P119,2025-01-03,PROV06,21,2284.34
SUC08,P119,2025-01-09,PROV09,34,2380.78
SUC08,P119,2025-01-17,PROV13,17,246.38
SUC08,P119,2025-01-23,PROV02,42,2316.87
SUC08,P119,2025-02-27,PROV09,29,2402.36
SUC08,P119,2025-03-07,PROV01,27,2263.7
SUC08,P119,2025-03-13,PROV02,30,2333.19
SUC08,P119,2025-04-10,PROV06,37,2246.95
SUC08,P119,2025-04-29,PROV02,20,2283.09
SUC08,P119,2025-05-31,PROV15,24,2292.37
SUC08,P119,2025-06-07,PROV15,26,2340.46
SUC08,P119,2025-06-18,PROV15,11,253.25
SUC08,P119,2025-06-26,PROV05,5,2376.26
SUC08,P119,2025-07-10,PROV14,59,251.42
SUC08,P119,2025-07-12,PROV13,5,2422.04
SUC08,P119,2025-07-20,PROV02,19,2440.0
SUC08,P119,2025-07-29,PROV07,36,2444.54
SUC08,P119,2025-08-17,PROV11,17,2408.25
SUC08,P119,2025-09-02,PROV06,26,252.6
SUC08,P119,2025-09-03,PROV04,13,244.95
SUC08,P119,2025-09-03,PROV15,30,247.4
SUC08,P119,2025-09-07,PROV11,15,2470.85
SUC08,P119,2025-09-13,PROV01,5,2367.0
SUC08,P119,2025-09-15,PROV05,14,2310.87
SUC08,P119,2025-09-27,PROV14,14,2506.41
SUC08,P119,2025-11-11,PROV10,23,2351.85
SUC08,P119,2025-11-15,PROV03,19,2506.67
SUC08,P119,2025-12-06,PROV06,13,247.49
SUC08,P120,2025-01-23,PROV14,12,2524.03
SUC08,P120,2025-02-03,PROV05,33,253.41
SUC08,P120,2025-02-03,PROV06,36,2481.48
SUC08,P120,2025-02-26,PROV02,5,2499.08
SUC08,P120,2025-03-21,PROV09,54,251.96
SUC08,P120,2025-04-10,PROV13,18,2502.95
SUC08,P120,2025-04-18,PROV11,24,2478.59
SUC08,P120,2025-05-10,PROV05,14,2400.71
SUC08,P120,2025-06-10,PROV03,22,2554.45
SUC08,P120,2025-07-01,PROV07,18,246.07
SUC08,P120,2025-07-06,PROV09,10,2688.09
SUC08,P120,2025-07-07,PROV05,18,2403.15
SUC08,P120,2025-07-19,PROV03,28,2659.38
SUC08,P120,2025-08-04,PROV06,45,2606.51
SUC08,P120,2025-08-23,PROV14,7,2607.5
SUC08,P120,2025-09-18,PROV08,33,2596.52
SUC08,P120,2025-09-19,PROV02,35,2621.36
SUC08,P120,2025-10-23,PROV08,39,2723.6
SUC08,P120,2025-10-23,PROV12,33,2553.82
SUC08,P120,2025-10-25,PROV05,25,2528.46
SUC08,P120,2025-12-11,PROV01,10,249.93
SUC08,P121,2025-01-31,PROV12,46,2403.5
SUC08,P121,2025-02-01,PROV13,33,2520.09
SUC08,P121,2025-02-03,PROV15,15,2490.57
SUC08,P121,2025-03-17,PROV03,60,257.57
SUC08,P121,2025-03-22,PROV07,24,256.68
SUC08,P121,2025-03-22,PROV08,14,262.09
SUC08,P121,2025-03-27,PROV08,42,258.45
SUC08,P121,2025-03-28,PROV12,29,2487.74
SUC08,P121,2025-04-01,PROV14,7,2589.35
SUC08,P121,2025-04-04,PROV05,47,2447.15
SUC08,P121,2025-04-14,PROV09,34,2643.46
SUC08,P121,2025-04-24,PROV15,22,260.76
SUC08,P121,2025-04-27,PROV13,5,2571.0
SUC08,P121,2025-05-19,PROV01,39,2529.2
SUC08,P121,2025-05-28,PROV04,22,2652.51
SUC08,P121,2025-06-21,PROV09,44,2624.73
SUC08,P121,2025-07-21,PROV15,33,2499.25
SUC08,P121,2025-08-03,PROV01,11,2513.71
SUC08,P121,2025-08-18,PROV06,22,2545.19
SUC08,P121,2025-08-24,PROV14,32,2685.65
SUC08,P121,2025-08-26,PROV05,26,261.61
SUC08,P121,2025-08-31,PROV03,34,2632.55
SUC08,P121,2025-09-24,PROV13,42,2650.34
SUC08,P121,2025-10-11,PROV06,43,2643.99
SUC08,P121,2025-10-15,PROV05,42,2527.21
SUC08,P121,2025-11-10,PROV12,44,2739.51
SUC08,P121,2025-11-19,PROV02,8,2648.2
SUC08,P121,2025-12-07,PROV09,53,266.27
SUC08,P122,2025-01-03,PROV08,19,2641.28
SUC08,P122,2025-01-07,PROV03,35,2700.86
SUC08,P122,2025-02-06,PROV02,28,2587.33
SUC08,P122,2025-02-27,PROV02,7,2626.41
SUC08,P122,2025-03-06,PROV02,40,2552.6
SUC08,P122,2025-03-13,PROV07,14,2606.95
SUC08,P122,2025-03-19,PROV15,10,2622.26
SUC08,P122,2025-03-31,PROV14,36,2662.68
SUC08,P122,2025-05-02,PROV15,97,259.92
SUC08,P122,2025-05-13,PROV09,6,2796.71
SUC08,P122,2025-05-23,PROV15,36,2575.7
SUC08,P122,2025-07-16,PROV01,41,2670.46
SUC08,P122,2025-07-24,PROV12,52,253.24
SUC08,P122,2025-07-26,PROV07,53,256.19
SUC08,P122,2025-08-27,PROV06,16,2766.77
SUC08,P122,2025-09-23,PROV13,48,258.8
SUC08,P122,2025-09-24,PROV13,33,2827.87
SUC08,P122,2025-09-27,PROV04,29,2799.69
SUC08,P122,2025-10-14,PROV08,44,2756.51
SUC08,P122,2025-10-18,PROV10,3,2766.58
SUC08,P122,2025-10-31,PROV09,26,2814.1
SUC08,P122,2025-11-02,PROV13,79,259.34
SUC08,P122,2025-11-18,PROV08,25,2785.0
SUC08,P122,2025-11-27,PROV05,22,2680.01
SUC08,P122,2025-12-08,PROV09,82,252.9
SUC08,P122,2025-12-11,PROV07,78,258.19
SUC08,P123,2025-02-06,PROV13,22,2859.93
SUC08,P123,2025-03-12,PROV10,26,2743.02
SUC08,P123,2025-04-06,PROV08,3,2798.28
SUC08,P123,2025-04-16,PROV10,29,2690.32
SUC08,P123,2025-05-26,PROV07,67,252.3
SUC08,P123,2025-06-07,PROV05,22,2841.4
SUC08,P123,2025-06-18,PROV15,3,2738.6
SUC08,P123,2025-07-16,PROV05,110,256.16
SUC08,P123,2025-07-22,PROV14,105,258.28
SUC08,P123,2025-08-10,PROV10,19,2733.14
SUC08,P123,2025-08-11,PROV10,45,256.13
SUC08,P123,2025-08-27,PROV13,109,253.42
SUC08,P123,2025-09-03,PROV12,75,259.46
SUC08,P123,2025-09-27,PROV05,96,252.95
SUC08,P123,2025-10-04,PROV06,37,2844.18
SUC08,P123,2025-10-12,PROV06,33,2825.91
SUC08,P123,2025-10-30,PROV09,11,2989.06
SUC08,P123,2025-11-21,PROV11,27,2906.12
SUC08,P123,2025-11-22,PROV05,25,2849.86
SUC08,P123,2025-12-11,PROV06,115,251.15
SUC08,P123,2025-12-13,PROV09,46,3069.68
SUC08,P124,2025-01-03,PROV03,31,2826.51
SUC08,P124,2025-01-04,PROV03,14,2764.81
SUC08,P124,2025-01-15,PROV03,23,2874.65
SUC08,P124,2025-02-18,PROV08,30,2872.15
SUC08,P124,2025-03-10,PROV14,7,2964.56
SUC08,P124,2025-03-10,PROV14,43,248.75
SUC08,P124,2025-04-12,PROV08,46,2853.15
SUC08,P124,2025-04-15,PROV07,17,2895.92
SUC08,P124,2025-04-26,PROV13,20,2877.67
SUC08,P124,2025-05-19,PROV15,6,2708.39
SUC08,P124,2025-06-16,PROV06,12,2819.26
SUC08,P124,2025-08-07,PROV15,33,252.03
SUC08,P124,2025-09-15,PROV09,57,249.07
SUC08,P124,2025-09-17,PROV09,45,2979.07
SUC08,P124,2025-09-22,PROV11,10,2954.0
SUC08,P124,2025-09-27,PROV09,58,244.91
SUC08,P124,2025-10-07,PROV07,6,3036.69
SUC08,P124,2025-11-03,PROV15,38,2907.4
SUC08,P124,2025-11-18,PROV09,18,248.34
SUC08,P124,2025-12-18,PROV09,26,3133.13
SUC08,P124,2025-12-27,PROV14,28,3086.39
SUC08,P125,2025-01-01,PROV10,23,2860.56
SUC08,P125,2025-01-01,PROV11,6,3002.15
SUC08,P125,2025-01-25,PROV01,29,2844.24
SUC08,P125,2025-02-05,PROV14,31,3143.8
SUC08,P125,2025-02-12,PROV07,16,3026.77
SUC08,P125,2025-02-23,PROV13,18,2983.4
SUC08,P125,2025-03-07,PROV04,3,3033.18
SUC08,P125,2025-04-13,PROV10,40,2995.63
SUC08,P125,2025-04-20,PROV15,44,3011.62
SUC08,P125,2025-05-29,PROV13,43,3118.27
SUC08,P125,2025-06-10,PROV15,42,3024.56
SUC08,P125,2025-07-30,PROV08,44,3112.0
SUC08,P125,2025-08-03,PROV04,9,275.04
SUC08,P125,2025-08-08,PROV03,10,272.39
SUC08,P125,2025-08-19,PROV08,11,280.43
SUC08,P125,2025-09-11,PROV13,12,3126.22
SUC08,P125,2025-09-26,PROV02,23,3063.38
SUC08,P125,2025-10-02,PROV13,7,3134.45
SUC08,P125,2025-10-03,PROV13,26,3134.19
SUC08,P125,2025-10-06,PROV12,47,3128.81
SUC08,P125,2025-10-17,PROV01,9,3043.77
SUC08,P125,2025-11-06,PROV04,42,3334.92
SUC08,P125,2025-11-23,PROV12,20,3154.36
SUC08,P125,2025-11-25,PROV02,16,3153.84
SUC08,P125,2025-12-07,PROV05,22,3063.84
SUC08,P125,2025-12-10,PROV07,11,3209.93
SUC08,P125,2025-12-15,PROV15,42,3130.67
SUC08,P126,2025-01-01,PROV04,26,3179.88
SUC08,P126,2025-01-14,PROV04,11,3188.99
SUC08,P126,2025-01-27,PROV11,5,2981.63
SUC08,P126,2025-02-18,PROV01,13,2993.34
SUC08,P126,2025-02-18,PROV02,44,3039.38
SUC08,P126,2025-03-15,PROV14,16,3133.75
SUC08,P126,2025-03-26,PROV08,4,3105.32
SUC08,P126,2025-03-26,PROV09,47,3208.26
SUC08,P126,2025-04-15,PROV04,17,3210.71
SUC08,P126,2025-05-14,PROV15,18,3019.02
SUC08,P126,2025-05-19,PROV10,38,271.48
SUC08,P126,2025-05-25,PROV05,32,3012.29
SUC08,P126,2025-06-04,PROV04,45,264.96
SUC08,P126,2025-06-08,PROV01,28,3051.65
SUC08,P126,2025-06-08,PROV07,46,262.52
SUC08,P126,2025-06-09,PROV09,58,266.6
SUC08,P126,2025-06-13,PROV02,23,264.88
SUC08,P126,2025-06-25,PROV05,5,3117.81
SUC08,P126,2025-07-20,PROV03,8,3332.61
SUC08,P126,2025-08-27,PROV11,26,3247.9
SUC08,P126,2025-08-30,PROV06,4,3093.42
SUC08,P126,2025-09-09,PROV04,14,3331.07
SUC08,P126,2025-09-10,PROV01,20,3127.56
SUC08,P126,2025-09-17,PROV13,44,3301.21
SUC08,P126,2025-10-20,PROV11,33,3246.77
SUC08,P126,2025-11-07,PROV08,3,3441.14
SUC08,P126,2025-11-22,PROV02,7,3327.79
SUC08,P126,2025-12-19,PROV05,33,3134.34
SUC08,P126,2025-12-26,PROV02,17,3400.33
SUC08,P127,2025-02-04,PROV14,37,3292.03
SUC08,P127,2025-02-15,PROV04,46,3286.77
SUC08,P127,2025-02-28,PROV13,38,3123.21
SUC08,P127,2025-03-31,PROV04,44,3285.18
SUC08,P127,2025-05-06,PROV06,116,257.87
SUC08,P127,2025-05-09,PROV07,29,3293.37
SUC08,P127,2025-06-13,PROV04,11,3266.12
SUC08,P127,2025-07-07,PROV15,33,3157.52
SUC08,P127,2025-07-08,PROV03,103,264.98
SUC08,P127,2025-07-08,PROV04,43,3459.01
SUC08,P127,2025-07-30,PROV03,31,3227.08
SUC08,P127,2025-08-06,PROV09,17,3324.89
SUC08,P127,2025-08-11,PROV02,61,262.46
SUC08,P127,2025-08-26,PROV04,50,264.72
SUC08,P127,2025-09-03,PROV15,11,3267.34
SUC08,P127,2025-09-06,PROV06,110,259.09
SUC08,P127,2025-10-06,PROV07,42,3425.74
SUC08,P127,2025-11-18,PROV11,8,3352.79
SUC08,P127,2025-11-24,PROV05,37,3311.88
SUC08,P127,2025-11-24,PROV11,39,3404.56
SUC08,P127,2025-12-09,PROV09,11,3561.69
SUC08,P127,2025-12-09,PROV09,18,3452.64
SUC08,P127,2025-12-31,PROV09,22,3486.57
SUC08,P128,2025-02-12,PROV12,54,264.58
SUC08,P128,2025-02-23,PROV12,11,3294.91
SUC08,P128,2025-03-13,PROV09,12,264.69
SUC08,P128,2025-04-25,PROV10,26,3317.63
SUC08,P128,2025-05-22,PROV15,22,3357.95
SUC08,P128,2025-06-20,PROV13,41,262.65
SUC08,P128,2025-06-28,PROV03,54,260.33
SUC08,P128,2025-06-29,PROV05,8,3370.7
SUC08,P128,2025-07-15,PROV10,31,258.97
SUC08,P128,2025-07-16,PROV09,40,3559.36
SUC08,P128,2025-07-27,PROV04,46,3632.51
SUC08,P128,2025-08-02,PROV09,26,3636.99
SUC08,P128,2025-09-06,PROV14,3,3578.67
SUC08,P128,2025-09-14,PROV10,7,3355.55
SUC08,P128,2025-10-01,PROV02,40,265.82
SUC08,P128,2025-10-16,PROV10,21,3326.21
SUC08,P128,2025-10-19,PROV15,3,3387.89
SUC08,P128,2025-10-21,PROV09,22,262.31
SUC08,P128,2025-12-18,PROV10,7,3407.85
SUC08,P128,2025-12-31,PROV10,24,3448.79
SUC08,P129,2025-01-05,PROV02,19,3374.86
SUC08,P129,2025-02-05,PROV06,14,3410.51
SUC08,P129,2025-03-02,PROV13,3,282.65
SUC08,P129,2025-03-05,PROV03,22,3476.28
SUC08,P129,2025-03-20,PROV09,10,3463.05
SUC08,P129,2025-04-16,PROV08,33,3606.74
SUC08,P129,2025-05-09,PROV13,14,3464.64
SUC08,P129,2025-05-13,PROV03,22,3456.81
SUC08,P129,2025-05-23,PROV04,45,3514.11
SUC08,P129,2025-06-01,PROV09,12,292.28
SUC08,P129,2025-06-11,PROV07,7,3574.9
SUC08,P129,2025-07-06,PROV05,28,3351.99
SUC08,P129,2025-07-14,PROV06,22,3570.29
SUC08,P129,2025-07-19,PROV09,9,287.69
SUC08,P129,2025-07-24,PROV10,31,3517.8
SUC08,P129,2025-09-03,PROV12,5,3541.15
SUC08,P129,2025-09-12,PROV05,9,3480.9
SUC08,P129,2025-09-27,PROV03,7,290.68
SUC08,P129,2025-10-13,PROV10,40,3426.34
SUC08,P129,2025-11-14,PROV12,9,3653.27
SUC08,P129,2025-12-02,PROV09,8,3786.14
SUC08,P129,2025-12-10,PROV11,33,3650.21
SUC08,P130,2025-01-04,PROV01,31,3454.88
SUC08,P130,2025-01-05,PROV10,25,3305.13
SUC08,P130,2025-01-13,PROV13,29,270.73
SUC08,P130,2025-01-14,PROV12,21,273.19
SUC08,P130,2025-01-20,PROV06,35,3296.81
SUC08,P130,2025-01-22,PROV05,43,3435.65
SUC08,P130,2025-02-01,PROV12,14,3571.9
SUC08,P130,2025-02-05,PROV09,16,3578.28
SUC08,P130,2025-03-14,PROV10,24,3444.26
SUC08,P130,2025-04-16,PROV09,8,3731.23
SUC08,P130,2025-05-03,PROV04,28,273.96
SUC08,P130,2025-05-09,PROV07,16,3644.43
SUC08,P130,2025-05-10,PROV10,10,274.66
SUC08,P130,2025-05-29,PROV09,21,3664.17
SUC08,P130,2025-05-30,PROV13,6,3630.1
SUC08,P130,2025-05-31,PROV15,17,3453.88
SUC08,P130,2025-06-02,PROV04,14,3622.08
SUC08,P130,2025-06-07,PROV02,11,3522.82
SUC08,P130,2025-06-13,PROV13,17,3604.18
SUC08,P130,2025-06-22,PROV01,22,3530.99
SUC08,P130,2025-06-22,PROV05,20,279.13
SUC08,P130,2025-06-25,PROV04,3,3740.19
SUC08,P130,2025-06-30,PROV14,14,271.46
SUC08,P130,2025-07-01,PROV10,25,3566.62
SUC08,P130,2025-07-05,PROV01,25,3576.67
SUC08,P130,2025-08-13,PROV05,37,269.88
SUC08,P130,2025-08-30,PROV13,22,3642.35
SUC08,P130,2025-09-13,PROV14,36,3685.27
SUC08,P130,2025-09-15,PROV02,22,3610.33
SUC08,P130,2025-10-02,PROV07,13,3795.78
SUC08,P130,2025-10-10,PROV03,3,3756.91
SUC08,P130,2025-10-10,PROV14,19,3911.05
SUC08,P131,2025-06-02,PROV01,45,3590.5
SUC08,P131,2025-06-15,PROV05,17,3729.14
SUC08,P131,2025-06-27,PROV07,15,3643.61
SUC08,P131,2025-07-10,PROV11,3,3784.73
SUC08,P131,2025-07-16,PROV10,37,3644.32
SUC08,P131,2025-08-24,PROV06,58,263.32
SUC08,P131,2025-08-25,PROV12,13,3737.22
SUC08,P131,2025-09-01,PROV15,20,262.54
SUC08,P131,2025-09-07,PROV15,36,3631.32
SUC08,P131,2025-09-08,PROV07,25,3922.79
SUC08,P131,2025-09-10,PROV05,43,3606.2
SUC08,P131,2025-09-13,PROV08,16,257.58
SUC08,P131,2025-11-01,PROV09,29,4064.62
SUC08,P131,2025-11-26,PROV03,21,3960.19
SUC08,P131,2025-12-07,PROV02,44,4022.0
SUC08,P131,2025-12-31,PROV12,30,258.6
SUC08,P132,2025-01-25,PROV09,15,3806.2
SUC08,P132,2025-01-30,PROV08,5,3637.59
SUC08,P132,2025-02-28,PROV10,14,3510.28
SUC08,P132,2025-04-09,PROV02,59,274.27
SUC08,P132,2025-05-06,PROV06,4,3601.9
SUC08,P132,2025-05-30,PROV03,28,271.27
SUC08,P132,2025-06-14,PROV10,12,278.52
SUC08,P132,2025-07-22,PROV11,46,275.77
SUC08,P132,2025-08-28,PROV07,20,271.08
SUC08,P132,2025-09-16,PROV14,2,3923.07
SUC08,P132,2025-09-19,PROV10,39,272.44
SUC08,P132,2025-09-30,PROV07,11,3865.1
SUC08,P132,2025-10-18,PROV01,0,3842.62
SUC08,P132,2025-10-24,PROV09,7,4070.98
SUC08,P132,2025-11-18,PROV01,8,3991.23
SUC08,P133,2025-01-21,PROV12,54,279.4
SUC08,P133,2025-01-29,PROV07,32,280.51
SUC08,P133,2025-03-05,PROV04,14,284.95
SUC08,P133,2025-03-05,PROV09,0,3946.08
SUC08,P133,2025-03-14,PROV08,14,285.87
SUC08,P133,2025-03-27,PROV09,1,4014.88
SUC08,P133,2025-03-30,PROV13,5,3960.56
SUC08,P133,2025-05-19,PROV08,48,281.0
SUC08,P133,2025-06-26,PROV10,17,283.11
SUC08,P133,2025-07-24,PROV05,40,280.14
SUC08,P133,2025-09-01,PROV10,15,3825.75
SUC08,P133,2025-09-12,PROV14,1,4079.08
SUC08,P133,2025-09-19,PROV09,7,4048.48
SUC08,P133,2025-10-05,PROV07,8,4089.51
SUC08,P133,2025-10-25,PROV07,45,285.04
SUC08,P133,2025-11-15,PROV05,50,280.94
SUC08,P134,2025-02-20,PROV02,6,3822.46
SUC08,P134,2025-08-31,PROV10,9,3942.83
SUC08,P134,2025-09-09,PROV01,7,4147.49
SUC08,P134,2025-10-25,PROV03,5,261.34
SUC08,P134,2025-10-30,PROV07,3,4203.31
SUC08,P134,2025-12-14,PROV02,11,4289.8
SUC08,P135,2025-01-04,PROV06,10,252.81
SUC08,P135,2025-01-11,PROV07,8,4047.97
SUC08,P135,2025-01-11,PROV14,7,4024.87
SUC08,P135,2025-01-28,PROV03,28,260.81
SUC08,P135,2025-02-08,PROV12,5,4003.87
SUC08,P135,2025-02-18,PROV06,7,3885.44
SUC08,P135,2025-02-28,PROV08,12,4051.02
SUC08,P135,2025-04-30,PROV09,11,4139.21
SUC08,P135,2025-07-07,PROV02,12,4287.99
SUC08,P135,2025-09-11,PROV11,0,4301.72
SUC08,P135,2025-09-17,PROV05,40,253.58
SUC08,P135,2025-10-30,PROV07,28,260.51
SUC08,P135,2025-11-24,PROV13,22,257.4
SUC08,P135,2025-12-13,PROV14,29,256.99
SUC08,P136,2025-01-30,PROV04,22,281.28
SUC08,P136,2025-02-08,PROV12,13,274.08
SUC08,P136,2025-02-24,PROV09,10,4143.38
SUC08,P136,2025-02-27,PROV10,3,4022.51
SUC08,P136,2025-03-03,PROV15,3,3927.41
SUC08,P136,2025-03-12,PROV12,18,274.47
SUC08,P136,2025-04-13,PROV15,11,3933.11
SUC08,P136,2025-05-11,PROV03,6,4218.8
SUC08,P136,2025-06-03,PROV12,3,4221.96
SUC08,P136,2025-06-07,PROV05,11,4023.47
SUC08,P136,2025-06-11,PROV07,51,280.0
SUC08,P136,2025-06-17,PROV01,14,277.25
SUC08,P136,2025-06-18,PROV02,3,4338.33
SUC08,P136,2025-07-08,PROV09,13,273.93
SUC08,P136,2025-08-25,PROV15,29,272.88
SUC08,P136,2025-08-29,PROV04,14,4522.28
SUC08,P136,2025-12-31,PROV07,21,282.12
SUC08,P137,2025-02-04,PROV15,25,259.84
SUC08,P137,2025-03-25,PROV10,0,4145.6
SUC08,P137,2025-03-28,PROV12,15,4177.69
SUC08,P137,2025-03-31,PROV06,7,4269.06
SUC08,P137,2025-06-12,PROV02,7,4319.78
SUC08,P137,2025-08-26,PROV02,51,256.72
SUC08,P137,2025-09-16,PROV04,30,261.73
SUC08,P137,2025-09-19,PROV12,2,4591.97
SUC08,P137,2025-09-24,PROV08,4,4512.74
SUC08,P137,2025-10-22,PROV01,13,4386.33
SUC08,P138,2025-01-21,PROV05,7,4168.11
SUC08,P138,2025-02-18,PROV14,111,243.37
SUC08,P138,2025-02-24,PROV11,2,4175.15
SUC08,P138,2025-03-01,PROV03,3,4335.97
SUC08,P138,2025-04-07,PROV07,6,4330.71
SUC08,P138,2025-04-28,PROV07,11,4532.33
SUC08,P138,2025-05-16,PROV10,73,246.97
SUC08,P138,2025-05-18,PROV11,106,248.86
SUC08,P138,2025-06-05,PROV05,10,4283.51
SUC08,P138,2025-07-03,PROV14,12,4788.88
SUC08,P138,2025-07-24,PROV10,1,4360.32
SUC08,P138,2025-10-01,PROV15,10,4618.64
SUC08,P138,2025-11-10,PROV01,97,249.94
SUC08,P139,2025-01-09,PROV02,13,4278.43
SUC08,P139,2025-01-20,PROV04,8,276.99
SUC08,P139,2025-04-16,PROV12,3,4521.1
SUC08,P139,2025-04-22,PROV15,7,4422.46
SUC08,P139,2025-05-01,PROV12,14,4658.18
SUC08,P139,2025-05-06,PROV02,5,280.58
SUC08,P139,2025-06-28,PROV13,8,281.07
SUC08,P139,2025-09-12,PROV13,5,4718.27
SUC08,P139,2025-11-17,PROV10,7,4649.14
SUC09,P100,2025-01-22,PROV07,30,252.12
SUC09,P100,2025-01-24,PROV13,81,250.42
SUC09,P100,2025-02-14,PROV05,112,244.18
SUC09,P100,2025-02-20,PROV07,51,259.37
SUC09,P100,2025-02-22,PROV15,27,255.81
SUC09,P100,2025-02-23,PROV08,60,261.04
SUC09,P100,2025-02-27,PROV03,65,256.09
SUC09,P100,2025-03-07,PROV14,63,266.63
SUC09,P100,2025-03-13,PROV15,83,243.96
SUC09,P100,2025-03-17,PROV06,48,256.7
SUC09,P100,2025-03-27,PROV06,66,258.93
SUC09,P100,2025-04-13,PROV05,112,256.52
SUC09,P100,2025-04-18,PROV02,33,260.57
SUC09,P100,2025-04-20,PROV11,112,255.12
SUC09,P100,2025-04-21,PROV11,59,258.94
SUC09,P100,2025-04-26,PROV08,61,268.09
SUC09,P100,2025-04-28,PROV13,59,262.71
SUC09,P100,2025-05-03,PROV14,59,267.87
SUC09,P100,2025-05-29,PROV13,55,258.95
SUC09,P100,2025-06-08,PROV05,78,251.48
SUC09,P100,2025-06-12,PROV15,113,260.81
SUC09,P100,2025-06-21,PROV08,19,267.76
SUC09,P100,2025-07-06,PROV14,32,274.91
SUC09,P100,2025-07-12,PROV12,44,260.5
SUC09,P100,2025-08-26,PROV11,45,264.17
SUC09,P100,2025-08-28,PROV04,102,282.46
SUC09,P100,2025-09-03,PROV06,22,272.76
SUC09,P100,2025-09-03,PROV13,29,252.67
SUC09,P100,2025-09-08,PROV01,75,266.81
SUC09,P100,2025-09-15,PROV12,64,275.97
SUC09,P100,2025-09-23,PROV05,58,264.09
SUC09,P100,2025-09-25,PROV12,25,270.35
SUC09,P100,2025-10-01,PROV15,65,258.38
SUC09,P100,2025-10-02,PROV03,67,274.26
SUC09,P100,2025-10-05,PROV15,61,269.16
SUC09,P100,2025-10-10,PROV09,88,272.87
SUC09,P100,2025-10-17,PROV09,64,284.21
SUC09,P100,2025-10-31,PROV12,56,253.97
SUC09,P100,2025-11-07,PROV02,23,272.53
SUC09,P100,2025-11-18,PROV13,88,283.63
SUC09,P100,2025-12-09,PROV03,30,286.45
SUC09,P100,2025-12-15,PROV10,107,274.66
SUC09,P100,2025-12-25,PROV13,109,288.13
SUC09,P100,2025-12-28,PROV15,67,273.32
SUC09,P101,2025-01-30,PROV07,103,364.66
SUC09,P101,2025-01-31,PROV11,72,352.22
SUC09,P101,2025-02-14,PROV04,90,384.55
SUC09,P101,2025-02-19,PROV08,72,379.03
SUC09,P101,2025-03-16,PROV01,57,371.09
SUC09,P101,2025-03-24,PROV06,111,369.24
SUC09,P101,2025-04-03,PROV04,39,385.03
SUC09,P101,2025-04-03,PROV05,91,354.95
SUC09,P101,2025-04-09,PROV05,97,361.09
SUC09,P101,2025-05-13,PROV12,58,373.49
SUC09,P101,2025-05-19,PROV07,88,381.3
SUC09,P101,2025-06-07,PROV13,71,387.0
SUC09,P101,2025-06-21,PROV05,4,280.84
SUC09,P101,2025-06-27,PROV01,70,379.65
SUC09,P101,2025-07-09,PROV07,101,377.53
SUC09,P101,2025-07-11,PROV01,75,365.19
SUC09,P101,2025-07-26,PROV02,85,383.73
SUC09,P101,2025-08-12,PROV04,27,383.68
SUC09,P101,2025-08-24,PROV10,85,374.03
SUC09,P101,2025-08-27,PROV09,44,405.68
SUC09,P101,2025-09-07,PROV04,96,395.57
SUC09,P101,2025-09-27,PROV04,37,391.71
SUC09,P101,2025-10-15,PROV09,57,390.21
SUC09,P101,2025-10-26,PROV09,7,280.79
SUC09,P101,2025-11-01,PROV08,5,279.81
SUC09,P101,2025-11-08,PROV13,11,272.84
SUC09,P101,2025-11-11,PROV04,31,409.51
SUC09,P101,2025-11-15,PROV12,90,396.39
SUC09,P101,2025-11-24,PROV04,1,277.95
SUC09,P101,2025-12-09,PROV14,41,394.95
SUC09,P101,2025-12-26,PROV03,67,403.5
SUC09,P101,2025-12-29,PROV04,77,395.43
SUC09,P102,2025-01-03,PROV14,37,517.99
SUC09,P102,2025-01-10,PROV14,78,492.7
SUC09,P102,2025-01-16,PROV09,96,500.26
SUC09,P102,2025-01-20,PROV03,56,497.79
SUC09,P102,2025-01-25,PROV05,98,465.76
SUC09,P102,2025-02-07,PROV13,63,503.11
SUC09,P102,2025-02-07,PROV14,27,516.82
SUC09,P102,2025-02-21,PROV12,52,490.92
SUC09,P102,2025-03-02,PROV14,72,515.82
SUC09,P102,2025-03-04,PROV08,108,521.57
SUC09,P102,2025-03-04,PROV09,40,522.22
SUC09,P102,2025-03-06,PROV07,91,502.08
SUC09,P102,2025-03-20,PROV09,40,528.0
SUC09,P102,2025-03-20,PROV13,58,518.97
SUC09,P102,2025-04-07,PROV06,109,499.87
SUC09,P102,2025-04-27,PROV07,29,489.36
SUC09,P102,2025-04-28,PROV11,13,286.16
SUC09,P102,2025-05-25,PROV10,46,483.65
SUC09,P102,2025-05-25,PROV10,40,494.69
SUC09,P102,2025-07-05,PROV02,100,501.45
SUC09,P102,2025-07-13,PROV02,82,505.03
SUC09,P102,2025-09-02,PROV04,74,540.04
SUC09,P102,2025-09-21,PROV06,78,531.6
SUC09,P102,2025-09-26,PROV08,70,520.56
SUC09,P102,2025-10-29,PROV02,35,523.36
